index,category,test_no,command_kor,connected_devices,options,gt1,gt2,gt3,command_eng
154,9,443,가장 최근 동영상을 첨부파일로 장보고 이메일로 제목 '동영상'과 내용 '동영상입니다.'로 보내줘,,"[
  {
  ""name"": ""me"",
  ""contact"": ""010-1234-5678"",
  ""email"": ""abcd1234@test.com"",
  ""birthday"": ""1991-03-03""
  },
  {
  ""name"": ""홍길동"",
  ""contact"": ""010-9999-8888"",
  ""email"": ""honggd@test.com"",
  ""birthday"": ""1988-07-15"",
  ""alternate_contact"": ""010-8888-7777""
  },
  {
  ""name"": ""김무개"",
  ""contact"": ""010-7777-6666"",
  ""email"": ""kim@example.com"",
  ""birthday"": ""1990-11-25""
  },
  {
  ""name"": ""장보고"",
  ""contact"": ""010-2222-3333"",
  ""email"": ""jangbogo@naver.com"",
  ""birthday"": ""1985-05-10"",
  ""alternate_contact"": ""010-4444-5555""
  }
 ]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_video = (#Camera).camera_video\n(#EmailProvider).emailProvider_sendMailWithFile(""jangbogo@naver.com"", ""동영상"", ""동영상입니다."", latest_video)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMailWithFile(\""jangbogo@naver.com\"", \""동영상\"", \""동영상입니다.\"", (#Camera).camera_video)""}","{'name': 'SendLatestVideoToJangbogo', 'cron': '', 'period': -1, 'code': ""latest_video = (#Camera).camera_video\n(#EmailProvider).emailProvider_sendMailWithFile('jangbogo@naver.com','동영상','동영상입니다.', latest_video)""}","Send the most recent video as an attachment to Jang Bogo by email with the subject ""Video"" and the message ""This is a video""."
17,9,63,"가장 최근에 찍은 사진을 첨부파일로 이메일을 'test@example.com' 주소, 제목 '사진'과 내용 '사진입니다.'로 보내줘.",,"[
  {
  ""name"": ""me"",
  ""contact"": ""010-1234-5678"",
  ""email"": ""abcd1234@test.com"",
  ""birthday"": ""1991-03-03""
  },
  {
  ""name"": ""홍길동"",
  ""contact"": ""010-9999-8888"",
  ""email"": ""honggd@test.com"",
  ""birthday"": ""1988-07-15"",
  ""alternate_contact"": ""010-8888-7777""
  },
  {
  ""name"": ""김무개"",
  ""contact"": ""010-7777-6666"",
  ""email"": ""kim@example.com"",
  ""birthday"": ""1990-11-25""
  },
  {
  ""name"": ""장보고"",
  ""contact"": ""010-2222-3333"",
  ""email"": ""jangbogo@naver.com"",
  ""birthday"": ""1985-05-10"",
  ""alternate_contact"": ""010-4444-5555""
  }
 ]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_photo = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""사진\"", \""사진입니다.\"", latest_photo)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""사진\"", \""사진입니다.\"", (#Camera).camera_image)""}","{'name': 'SendLatestPhotoByEmail', 'cron': '', 'period': -1, 'code': ""latest_photo = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile('test@example.com','사진','사진입니다.', latest_photo)""}","Send an email with the most recent photo as an attachment to 'test@example.com' with the subject line ""Photo"" and the content ""This is a photo""."
153,9,442,가장 최근에 찍은 사진을 홍길동 이메일로 제목 '사진'과 내용 '사진입니다.'로 보내줘.,,"[
  {
  ""name"": ""me"",
  ""contact"": ""010-1234-5678"",
  ""email"": ""abcd1234@test.com"",
  ""birthday"": ""1991-03-03""
  },
  {
  ""name"": ""홍길동"",
  ""contact"": ""010-9999-8888"",
  ""email"": ""honggd@test.com"",
  ""birthday"": ""1988-07-15"",
  ""alternate_contact"": ""010-8888-7777""
  },
  {
  ""name"": ""김무개"",
  ""contact"": ""010-7777-6666"",
  ""email"": ""kim@example.com"",
  ""birthday"": ""1990-11-25""
  },
  {
  ""name"": ""장보고"",
  ""contact"": ""010-2222-3333"",
  ""email"": ""jangbogo@naver.com"",
  ""birthday"": ""1985-05-10"",
  ""alternate_contact"": ""010-4444-5555""
  }
 ]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_photo = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(\""honggd@test.com\"", \""Photo\"", \""This is a photo.\"", latest_photo)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""image = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(\""honggd@test.com\"", \""사진\"", \""사진입니다.\"", image)""}","{'name': 'SendLatestPhotoToHong', 'cron': '', 'period': -1, 'code': ""latest_photo = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile('honggd@test.com','사진','사진입니다.', latest_photo)""}","Send the most recent photo to Honggildong by email with the subject ""사진"" and the message ""사진입니다."""
68,7,310,매일 30초마다 선풍기를 껐다 켰다 반복해 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 30000, ""code"": ""fan_on := true\nif (fan_on == true) {\n  (#Fan).switch_off()\n  fan_on = false\n} else {\n  (#Fan).switch_on()\n  fan_on = true\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 30000, ""code"": ""
 fanOn := false
 if (fanOn == false) {
 (#Fan).switch_on()
 fanOn = true
 } else {
 (#Fan).switch_off()
 fanOn = false
 }
 ""}","{'name': 'Scenario1', 'cron': '* * * * *', 'period': 30000, 'code': 'fan_state := true\nif (fan_state == true) {\n    (#Fan).switch_off()\n    fan_state = false\n} else {\n    (#Fan).switch_on()\n    fan_state = true\n}'}",Turn the fan off and on every 30 seconds every day.
3,1,3,경광등을 켜 줘.,"{ 'GreenhouseA_alarm_left': {'category': 'Alarm', 'tags': ['GreenhouseA', 'left', 'Alarm']}, 'GreenhouseA_alarm_center': {'category': 'Alarm', 'tags': ['GreenhouseA', 'center', 'Alarm']}, 'GreenhouseA_alarm_right': {'category': 'Alarm', 'tags': ['GreenhouseA', 'right', 'Alarm']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_strobe()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_strobe()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Alarm).alarm_strobe()'}",Turn on the strobe.
4,1,4,경광등을 켜 줘.,"{ 'GreenhouseA_alarm_left': {'category': 'Siren', 'tags': ['GreenhouseA', 'left', 'Siren']}, 'GreenhouseA_alarm_right': {'category': 'Siren', 'tags': ['GreenhouseA', 'right', 'Siren']}, 'GreenhouseA_alarm_center': {'category': 'Siren', 'tags': ['GreenhouseA', 'center', 'Siren']}, 'GreenhouseA_alarm_entrance': {'category': 'Siren', 'tags': ['GreenhouseA', 'entrance', 'Siren']}, 'GreenhouseA_alarm_exit': {'category': 'Siren', 'tags': ['GreenhouseA', 'exit', 'Siren']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).sirenMode_setSirenMode(\""strobe\"")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Siren).sirenMode_setSirenMode(\""strobe\"")""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""(#Siren).sirenMode_setSirenMode('strobe')""}",Turn on the strobe.
26,1,148,관개 장치의 급수를 시작해줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Irrigator).irrigatorOperatingState_startWatering()'}",Start watering the irrigator.
85,4,328,관수를 시작하고 10초 기다렸다가 환풍기를 켜 줘.,,,"{""name"": ""Scenario5"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()\n(#Clock).clock_delay(10000)\n(#Fan).switch_on()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()\n(#Clock).clock_delay(10000)\n(#Fan).switch_on()""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': '(#Irrigator).irrigatorOperatingState_startWatering()\n(#Clock).clock_delay(10000)\n(#Fan).switch_on()'}","Start irrigation, wait for 10 seconds, and then turn on the ventilation fan."
100,7,343,매일 밤 10시에 하단부에 있는 창문이 열려 있고 짝수 태그가 붙은 조명이 켜져 있으면 사이렌을 울려 줘. 사이렌을 울렸다면 5초 후 블라인드를 닫아 줘. 사이렌을 울렸는지 상관 없이 5초 후부터는 실시간으로 확인해서 홀수 태그가 붙은 문이 두 번 열렸다 닫히면 커튼을 닫아 줘. 커튼을 닫은 후 문이 두 번 열린 총 시간만큼 알람의 경광등을 켰다가 꺼 줘.,,,"{""name"": ""Scenario1"", ""cron"": ""0 22 * * *"", ""period"": 100, ""code"": ""state := 0\nsiren_triggered := false\ndoor_open_flag := false\ndoor_open_count := 0\nfirst_open_start := 0\nfirst_open_end := 0\nsecond_open_start := 0\nsecond_open_end := 0\n\nif (state == 0) {\n  if ((#Window #Lower).windowControl_window == \""open\"" and (#Light #Even).switch_switch == \""on\"") {\n    (#Alarm).alarm_siren()\n    siren_triggered = true\n  }\n  (#Clock).clock_delay(5000)\n  state = 1\n}\n\nif (state == 1) {\n  if (siren_triggered == true) {\n    (#Blind).blind_close()\n  }\n  state = 2\n}\n\nif (state == 2 and door_open_count >= 2) {\n  (#Curtain).curtain_close()\n  total_time = (first_open_end - first_open_start) + (second_open_end - second_open_start)\n  total_time = total_time * 1000\n  (#Alarm).alarm_siren()\n  (#Clock).clock_delay(total_time)\n  (#Alarm).alarm_off()\n  break\n}\n\nif ((#DoorLock #Odd).doorControl_door == \""open\"" and door_open_flag == false) {\n  door_open_flag = true\n  now = (#Clock).clock_timestamp\n  door_open_count = door_open_count + 1\n  if (door_open_count == 1) {\n    first_open_start = now\n  } else if (door_open_count == 2) {\n    second_open_start = now\n  }\n}\nif ((#DoorLock #Odd).doorControl_door == \""closed\"" and door_open_flag == true) {\n  door_open_flag = false\n  now = (#Clock).clock_timestamp\n  if (door_open_count == 1) {\n    first_open_end = now\n  } else if (door_open_count == 2) {\n    second_open_end = now\n  }\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 22 * * *"", ""period"": 100, ""code"": ""
sirenTriggered := false\n
oddDoorOpenCount := 0\n
curtainClosed := false\n
alarmDuration := 0\n
if ((#Window #Lower).windowControl_window == \""open\"" and (#Light #Even).switch_switch == \""on\"") {\n
  (#Siren).sirenMode_setSirenMode(\""siren\"")\n
  sirenTriggered = true\n}\nif (sirenTriggered == true) {\n
  (#Clock).clock_delay(5000)\n
  (#Blind).blind_close()\n  sirenTriggered = false\n}\n

if ((#Door #Odd).doorControl_door == \""open\"") {\n
  wait until ((#Door #Odd).doorControl_door == \""closed\"")\n
  oddDoorOpenCount = oddDoorOpenCount + 1\n
}\n

if (oddDoorOpenCount >= 2 and curtainClosed == false) {\n
  (#Curtain).curtain_close()\n
  curtainClosed = true\n
  alarmDuration = oddDoorOpenCount * 1000\n
}\n

if (curtainClosed == true) {\n
  (#Alarm).alarm_strobe()\n
  (#Clock).clock_delay(alarmDuration)\n
  (#Alarm).alarm_off()\n
  oddDoorOpenCount = 0\n
  curtainClosed = false\n
  alarmDuration = 0\n}""
 }""}","{'name': 'Scenario', 'cron': '0 22 * * *', 'period': 100, 'code': ""phase := 0\ndoor_count := 0\nprev_door_state := (#Odd #DoorLock).doorControl_door\nstart_time := 0\nend_time := 0\nif ((#Clock).clock_hour != 22) {\n    break\n}\nif (phase == 0) {\n    if (((#Lower #Window).windowControl_window == 'open') and ((#Even #Light).switch_switch == 'on')) {\n        (#Siren).sirenMode_setSirenMode('siren')\n        (#Clock).clock_delay(5000)\n        (#Blind).blind_close()\n        phase = 1\n        door_count = 0\n        prev_door_state = (#Odd #DoorLock).doorControl_door\n        start_time = (#Clock).clock_timestamp\n    }\n} else if (phase == 1) {\n    door_state := (#Odd #DoorLock).doorControl_door\n    if ((prev_door_state == 'open') and (door_state == 'closed')) {\n        door_count = door_count + 1\n    }\n    prev_door_state = door_state\n    if (door_count >= 2) {\n        (#Curtain).curtain_close()\n        end_time = (#Clock).clock_timestamp\n        duration := end_time - start_time\n        (#Alarm).alarm_strobe()\n        (#Clock).clock_delay(duration * 1000)\n        (#Alarm).alarm_off()\n        break\n    }\n}""}","Sound the siren every night at 10 p.m. if the window located at the bottom is open and a light with an even-numbered tag is on. If the siren is sounded, close the blinds after 5 seconds. Starting 5 seconds later, regardless of whether the siren was triggered, monitor in real-time: when a door with an odd-numbered tag has opened and closed twice in total, close the curtains. After closing the curtains, turn on the alarm's strobe for the total duration the door remained open across the two events, then turn it off."
119,7,386,"매주 평일 오전 9시 창문이 닫혀 있고 이산화탄소 농도가 1000ppm 이상이며 기온이 30도 이상이면, 5초 후 창문을 열고, 팬이 꺼져 있으면 켜 줘. 
그 후, 실시간으로 확인하여 1분 연속으로 미세먼지 농도가 50 이상으로 유지되면 창문을 다시 닫고, 팬도 꺼 줘. 만약 그 때 온실 내 습도가 40% 이하이면 가습기를 작동시켜 줘. 또한 마찬가지로 그 때 토양 습도가 25% 이하이고 관개 장치가 꺼져 있으면 물을 줘.",,,"{'name': 'Scenario1', 'cron': '0 9 * * 1-5', 'period': -1, 'code': '
if ((#Window).windowControl_window == ""closed"" and (#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000.0 and (#AirQualityDetector).temperatureMeasurement_temperature >= 30.0) {\n
  (#Clock).clock_delay(5000)\n
  (#Window).windowControl_open()\n
  if ((#Fan).switch_switch == ""off"") {\n
    (#Fan).switch_on()\n
  }\n
}'}, 

{'name': 'Scenario2', 'cron': '', 'period': 100, 'code': 'dustHighDuration = 0\n
if (dustHighDuration < 60000) {\n
  if ((#AirQualityDetector).dustSensor_dustLevel >= 50) {\n
    dustHighDuration = dustHighDuration + 100\n
  } else {\n
    dustHighDuration = 0\n
  }\n
  (#Clock).clock_delay(100)\n
}\n
else {
  (#Window).windowControl_close()\n
  (#Fan).switch_off()\n
  if ((#AirQualityDetector).relativeHumidityMeasurement_humidity <= 40.0) {\n
    (#Humidifier).switch_on()\n
  }\n
  if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0 and (#Irrigator).switch_switch == ""off"") {\n
    (#Irrigator).irrigatorOperatingState_startWatering()\n
}'}","[{'name': 'Scenario1', 'cron': '0 9 * * 1-5', 'period': -1, 'code': '
if ((#Window).windowControl_window == ""closed"" and (#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000 and (#TemperatureSensor).temperatureMeasurement_temperature >= 30.0) {\n
 (#Clock).clock_delay(5000)\n (#Window).windowControl_open()\n
 if ((#Fan).switch_switch == ""off"") {\n
   (#Fan).switch_on()\n
 }\n
}'}, 

{'name': 'Scenario2', 'cron': '', 'period': 1000, 'code': '
dustHigh := false\n
if ((#AirQualityDetector).dustSensor_dustLevel >= 50) {\n
 if (dustHigh == false) {\n
   dustHigh = true\n
   startTime = (#Clock).clock_timestamp\n
 }\n
 if ((#Clock).clock_timestamp - startTime >= 60) {\n
   (#Window).windowControl_close()\n
   (#Fan).switch_off()\n
   if ((#HumiditySensor).relativeHumidityMeasurement_humidity <= 40.0) {\n
     (#Humidifier).switch_on()\n
   }\n
   if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0 and (#Irrigator).switch_switch == ""off"") {\n
     (#Irrigator).irrigatorOperatingState_startWatering()\n
   }\n
   break\n
 }
\n} else {\n
 dustHigh = false\n
}'}]","{'name': 'Scenario', 'cron': '0 9 * * 1-5', 'period': 100, 'code': ""phase := false\nif (phase == false) {\n    if (((#Window).windowControl_window == 'closed') and ((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000) and ((#TemperatureSensor).temperatureMeasurement_temperature >= 30)) {\n        (#Clock).clock_delay(5000)\n        (#Window).windowControl_open()\n        if ((#Fan).switch_switch == 'off') {\n            (#Fan).switch_on()\n        }\n        phase = true\n    } else {\n        break\n    }\n} else {\n    dust_duration := 0\n    if ((#AirQualityDetector).dustSensor_dustLevel >= 50) {\n        dust_duration = dust_duration + 100\n        if (dust_duration >= 60000) {\n            (#Window).windowControl_close()\n            (#Fan).switch_off()\n            if ((#HumiditySensor).relativeHumidityMeasurement_humidity <= 40) {\n                (#Humidifier).switch_on()\n            }\n            if (((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25) and ((#Irrigator).switch_switch == 'off')) {\n                (#Irrigator).switch_on()\n            }\n            break\n        }\n    } else {\n        dust_duration = 0\n    }\n}""}","Every weekday at 9 a.m., if the window is closed, the CO₂ concentration is 1000 ppm or higher, and the temperature is 30°C or higher, then after 5 seconds, open the window and turn on the fan if it is off. After that, continuously monitor the conditions, and if the fine dust concentration remains at 50 or higher for one consecutive minute, close the window again and turn off the fan. At that time, if the greenhouse humidity is 40% or lower, turn on the humidifier. Also, if the soil moisture is 25% or lower and the irrigation system is off, start irrigation."
118,7,377,실시간으로 확인하여 블라인드가 닫힌 상태에서 또 닫히면 전등을 켜 줘,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
triggered := false
if ((#Blind).blind_blind == ""closed"") {
  if (triggered == false) {
    wait until ((#Blind).blind_blind == ""closed"")
    (#Light).switch_on()
    triggered = true
  }
} else {
  triggered = false
}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
triggered := false
if ((#Blind).blind_blind == ""closed"") {
  if (triggered == false) {
    wait until ((#Blind).blind_blind == ""closed"")
    (#Light).switch_on()
    triggered = true
  }
} else {
  triggered = false
}""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""prev_blind_state := (#Blind).blind_blind\nblind_state = (#Blind).blind_blind\nif ((prev_blind_state == 'closed') and (blind_state == 'closed')) {\n    (#Light).switch_on()\n}\nprev_blind_state = blind_state""}","Check in real-time, and turn on the light if the blinds are closed again while already closed."
